remake,entail,weight,7,2
remark,kidnap,deepen,2,7
rent,sink,stem,2,7
repair,import,assess,2,7
replay,tender,paddle,2,7
report,change,appear,2,7
reshape,prosper,conform,2,7
resist,damage,assign,7,2
restate,shelter,prolong,2,7
resume,switch,exceed,2,7
resurrect,infuriate,formulate,2,7
retail,codify,bleach,7,2
rethink,furnish,channel,2,7
retrace,oppress,preview,2,7
return,accord,create,7,2
return,change,accord,7,2
review,divide,engage,2,7
revolt,elapse,heckle,2,7
reward,modify,murder,7,2
rhyme,morph,hound,7,2
risk,snap,wake,7,2
roast,dwarf,shade,7,2
roll,lack,cast,2,7
room,thaw,knot,2,7
root,seal,trap,2,7
rotate,affirm,temper,2,7
rouse,audit,dwarf,7,2
rove,will,loan,2,7
row,jut,gap,2,7
rub,arm,opt,7,2
rumble,devour,bestow,7,2
run,try,see,7,2
sadden,insult,harbor,7,2
sap,row,jut,2,7
satirize,vanquish,bankrupt,7,2
satisfy,consume,execute,7,2
saw,bag,rat,7,2
school,inhale,impart,2,7
scoff,curse,toast,7,2
scoff,pluck,curse,2,7
scorn,pinch,fling,7,2
screen,induce,plague,7,2
seal,dump,ring,2,7
search,remind,assert,7,2
secure,launch,depict,7,2
seduce,desert,deduct,2,7
seem,tell,look,2,7
sell,live,keep,7,2
send,fall,open,2,7
shadow,decree,censor,2,7
shame,pilot,flick,2,7
sharpen,profess,exhaust,7,2
shatter,impress,recount,2,7
shatter,neglect,impress,7,2
shock,color,abuse,2,7
shred,craft,lodge,7,2
shred,lodge,flank,2,7
shy,rig,fan,2,7
signify,disband,overlap,2,7
signify,inquire,disband,7,2
sign,read,love,7,2
sing,rule,form,2,7
sketch,fumble,lessen,2,7
skew,boot,pipe,7,2
skirt,trump,gross,7,2
slip,line,flee,2,7
slump,brief,cling,2,7
smell,pause,widen,2,7
snub,quip,dupe,2,7
sort,cash,whip,7,2
sow,ply,eye,7,2
span,knit,roam,2,7
spar,abet,nest,7,2
speed,adapt,value,7,2
spill,drift,weave,7,2
spit,nail,hurl,2,7
splinter,belittle,puncture,2,7
sport,repay,brush,2,7
spot,drag,lean,2,7
spot,lean,echo,7,2
sprout,baffle,refine,2,7
stain,bleed,unite,7,2
stall,erupt,blend,2,7
stamp,bloom,drill,2,7
stand,agree,raise,2,7
station,presume,nurture,7,2
step,hurt,warn,2,7
store,greet,draft,2,7
strain,mature,desire,2,7
strengthen,illustrate,accomplish,2,7
strike,attend,design,7,2
strike,design,finish,2,7
study,order,point,7,2
subject,mandate,dictate,2,7
submit,damage,govern,2,7
subpoena,renounce,legalize,2,7
subside,default,implant,7,2
subvert,pervade,launder,7,2
sue,lay,aim,2,7
suffer,refuse,intend,7,2
supplant,petition,confound,7,2
support,develop,produce,7,2
surmount,bludgeon,meditate,2,7
surpass,broaden,mislead,7,2
survey,reward,murder,7,2
sustain,advance,average,7,2
sweat,blink,endow,2,7
sweat,bound,blink,7,2
sweep,knock,wound,2,7
swell,click,flash,2,7
switch,exceed,matter,2,7
tackle,notify,modify,2,7
tail,claw,arch,7,2
talk,fall,mean,2,7
tap,aid,dry,7,2
tarnish,glitter,magnify,2,7
taunt,scorn,pinch,7,2
tempt,bless,poise,7,2
tend,cite,sing,7,2
tender,paddle,pickle,2,7
term,chew,reap,2,7
testify,benefit,capture,7,2
texture,compost,engross,7,2
thread,stroke,bemoan,7,2
throw,argue,shoot,2,7
thwart,preach,strain,2,7
tile,flap,void,7,2
time,hook,fund,2,7
time,slam,hook,2,7
top,age,owe,7,2
toss,load,free,7,2
toss,rent,load,2,7
total,draft,shout,7,2
tout,blur,dash,2,7
tout,dash,cram,7,2
tower,crawl,drape,2,7
trade,claim,elect,7,2
traffic,costume,suffuse,2,7
traffic,rectify,costume,7,2
trail,value,store,2,7
train,block,count,2,7
trample,dissect,purport,7,2
travel,insist,direct,2,7
treat,study,order,2,7
tremble,marshal,outgrow,2,7
trick,kneel,grade,2,7
trigger,confuse,venture,2,7
trigger,surface,confuse,2,7
trim,wave,spin,2,7
trump,decay,spurn,2,7
tune,ally,kiss,7,2
tune,kiss,sort,2,7
tutor,morph,front,7,2
typify,avenge,corner,7,2
undo,part,suck,2,7
unearth,glimpse,smother,7,2
unfold,tackle,notify,7,2
unify,hoist,purge,2,7
unite,model,alert,7,2
uphold,center,wander,7,2
uplift,swerve,retail,7,2
usher,hinge,phone,7,2
utter,annoy,glide,7,2
vary,lock,rest,2,7
veer,loot,exit,2,7
vent,limp,farm,2,7
venture,surpass,mislead,7,2
verse,taper,reset,2,7
veto,skip,edge,7,2
vibrate,encrust,glorify,2,7
vilify,swerve,revile,2,7
violate,connect,recover,2,7
wail,band,zone,7,2
wail,lick,band,7,2
walk,sign,love,7,2
ward,mill,spew,2,7
warn,tend,cite,2,7
warrant,auction,commute,7,2
warrant,commute,rewrite,2,7
war,tag,jog,7,2
weaken,revise,amount,7,2
wean,snow,snag,2,7
wed,mow,pen,2,7
weigh,award,smile,7,2
wheel,exact,swoop,2,7
whip,stab,bite,7,2
whisper,curtail,assault,7,2
widow,clamp,allay,2,7
widow,rebut,clamp,2,7
wield,steam,chant,2,7
win,use,get,2,7
wish,rely,link,7,2
wonder,reveal,record,7,2
work,call,give,7,2
wound,mount,clear,7,2
wrap,vary,rest,2,7
wreak,rinse,scold,2,7
yearn,merit,flush,7,2
yell,bake,spur,2,7
yield,knock,reply,2,7
